Name,Genre,ESRB_Rating,Platform,Publisher,Score,Sales,Year
Two Worlds II,Role-Playing,M,PC,SouthPeak Interactive,6.9,0.7,2011
FIFA Soccer 11,Sports,E,DS,EA Sports,7,0.7,2010
Madden NFL 2005,Sports,E,GC,EA Sports,9.2,0.7,2004
Infinite Undiscovery,Role-Playing,T,X360,Square Enix,6.8,0.7,2008
F-14 Tomcat,Action,E,GBA,Majesco,6.9,0.7,2001
RIFT,Role-Playing,T,PC,Unknown,8.3,0.7,2011
Jade Empire,Role-Playing,M,XB,Microsoft Game Studios,9,0.7,2005
Chocobo's Dungeon 2,Role-Playing,E,PS,Square EA,6.2,0.7,1999
NHL 12,Sports,E10,X360,EA Sports,8.8,0.7,2011
Advance Wars,Strategy,E,GBA,Nintendo,9.4,0.7,2001
Ape Escape: On the Loose,Platform,E,PSP,Sony Computer Entertainment,6.6,0.7,2005
James Bond 007: Blood Stone,Action,T,PS3,Activision,6.2,0.7,2010
Transformers: Revenge of the Fallen,Action,T,PS3,Activision,6.5,0.7,2009
Mafia,Action,M,PS2,Gathering of Developers,6.5,0.7,2004
The Sims: Medieval,Simulation,T,PC,Electronic Arts,7.2,0.7,2011
Monster Hunter Stories,Role-Playing,E10,3DS,Capcom,8.1,0.7,2017
TimeSplitters 2,Shooter,T,PS2,Eidos Interactive,9.1,0.7,2002
Rocksmith 2014,Music,T,PC,Ubisoft,9,0.7,2016
Driver: San Francisco,Racing,T,X360,Ubisoft,8.1,0.7,2011
Classic NES Series: Zelda II: The Adventure of Link,Adventure,E,GBA,Nintendo,6.6,0.7,2004
LEGO Rock Band,Misc,E10,Wii,Warner Bros. Interactive,6.8,0.7,2009
Disney's Chicken Little,Platform,E,GBA,Buena Vista,7.9,0.7,2005
MotionSports,Sports,T,X360,Ubisoft,4.1,0.69,2010
Metal Gear Solid: Portable Ops Plus,Action,T,PSP,Konami,6.9,0.69,2007
Halo 2 Multiplayer Map Pack,Shooter,M,XB,Microsoft Game Studios,8.6,0.69,2005
Mortal Kombat: Shaolin Monks,Action,M,PS2,Midway Games,8,0.69,2005
MX vs. ATV Unleashed: On the Edge,Racing,E,PSP,THQ,7.3,0.69,2006
The Evil Within,Misc,M,XOne,Bethesda Softworks,7.9,0.69,2014
The Sly Collection,Platform,E10,PS3,Sony Computer Entertainment,8.7,0.69,2010
Terraria,Action-Adventure,T,X360,505 Games,7.8,0.69,2013
Fortnite,Shooter,T,NS,Warner Bros. Interactive Entertainment,8.5,0.69,2018
Dragon Ball Z: Budokai,Fighting,T,GC,Atari,6.8,0.69,2003
Top Spin 4,Sports,E,PS3,2K Sports,8.2,0.69,2011
Kirby's Dream Collection: Special Edition,Platform,E10,Wii,Nintendo,8,0.69,2012
X-Men Origins: Wolverine - Uncaged Edition,Action,M,X360,Activision,7.1,0.69,2009
IL-2 Sturmovik: Birds of Prey,Simulation,T,PS3,505 Games,8,0.69,2009
The Lord of the Rings: The Return of the King,Action,T,GC,Electronic Arts,8.7,0.69,2003
Mario Party: The Top 100,Misc,E,3DS,Nintendo,5,0.69,2017
Rayman Legends,Platform,E10,NS,Ubisoft,4.5,0.69,2017
Baldur's Gate: Dark Alliance II,Role-Playing,T,PS2,Interplay,7.8,0.68,2004
Test Drive Unlimited 2,Racing,T,X360,Atari,6.8,0.68,2011
Hot Shots Golf: Open Tee 2,Sports,E,PSP,Sony Computer Entertainment,8,0.68,2008
Rayman Legends,Platform,E10,WiiU,Ubisoft,9.5,0.68,2013
The Last Remnant,Role-Playing,M,X360,Square Enix,6.5,0.68,2008
SpaceChem,Puzzle,,PC,Unknown,9,0.68,2011
Iron Man,Action,T,PS3,Sega,5.1,0.68,2008
Bushido Blade 2,Fighting,T,PS,Square EA,7.5,0.68,1998
Suikoden II,Role-Playing,T,PS,Konami,8.5,0.68,1999
.hack//Mutation Part 2,Role-Playing,T,PS2,Bandai,7.5,0.68,2003
NHL 13,Sports,E10,X360,Electronic Arts,8.2,0.68,2012
Need for Speed: Shift 2 Unleashed,Racing,E10,PS3,Electronic Arts,8.4,0.67,2011
Spider-Man 3,Platform,T,PS3,Activision,6.6,0.67,2007
Call of Duty: Ghosts,Shooter,M,PC,Activision,8.8,0.67,2013
Contra: Legacy of War,Shooter,T,PS,Konami,6.5,0.67,1996
Disney Infinity,Action-Adventure,E10,WiiU,Disney Interactive Studios,7.6,0.67,2013
Diablo III: Eternal Collection,Action,M,NS,Blizzard Entertainment,9,0.67,2018
The Sims 3,Simulation,E10,DS,Electronic Arts,7.5,0.67,2010
Resident Evil VII: Biohazard,Action,,PC,Capcom,7.9,0.67,2017
Wild ARMs 2,Role-Playing,E,PS,Sony Computer Entertainment,6.5,0.67,2000
Unreal Tournament III,Shooter,M,PS3,Midway Games,8.6,0.67,2007
Mass Effect,Role-Playing,M,PC,Electronic Arts,9.1,0.67,2008
100 Classic Books,Misc,,DS,Nintendo,4,0.67,2010
Madden NFL 10,Sports,E,PSP,EA Sports,8,0.67,2009
Napoleon: Total War,Strategy,T,PC,Sega,8.5,0.67,2010
Blazing Angels: Squadrons of WWII,Simulation,T,PS3,Ubisoft,6.8,0.67,2006
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Adventure,E,GBA,Buena Vista,6.8,0.67,2005
Final Fantasy Crystal Chronicles: Ring of Fates,Role-Playing,E10,DS,Square Enix,7.7,0.66,2008
Command & Conquer: Red Alert 3,Strategy,T,PC,Electronic Arts,8.2,0.66,2008
WWE SmackDown vs. RAW 2007,Fighting,T,PSP,THQ,7.8,0.66,2006
NHL 13,Sports,E10,PS3,Electronic Arts,8.3,0.66,2012
Book of Spells,Misc,E10,PS3,Sony Computer Entertainment,6.5,0.66,2012
2014 FIFA World Cup Brazil,Sports,E,PS3,EA Sports,7.9,0.66,2014
London 2012: The Official Video Game of the Olympic Games,Sports,E,PS3,Sega,6.2,0.66,2012
Castlevania: Lords of Shadow,Action,M,X360,Konami,7.9,0.66,2010
Darkstone,Role-Playing,T,PS,Take-Two Interactive,6.7,0.66,2001
Ratatouille,Platform,E,PSP,THQ,6.6,0.66,2007
Madagascar,Platform,E10,GC,Activision,6.8,0.66,2005
NHL 10,Sports,E10,X360,EA Sports,9.1,0.66,2009
Legend of Legaia,Role-Playing,E,PS,Sony Computer Entertainment,8.1,0.66,1999
The Sims: Bustin' Out,Simulation,T,GC,Electronic Arts,7.9,0.66,2003
Fist of the North Star: Ken's Rage,Action,M,PS3,Tecmo Koei,4.8,0.66,2010
Suikoden IV,Role-Playing,T,PS2,Konami,6.3,0.66,2005
Gods Eater Burst,Action,T,PSP,D3 Publisher,7.1,0.66,2011
Disney's Kim Possible 2: Drakken's Demise,Platform,E,GBA,Disney Interactive Studios,8.3,0.66,2004
Shaun White Snowboarding,Sports,T,PS3,Ubisoft,6,0.66,2008
Dead or Alive 5,Fighting,M,PS3,Tecmo Koei,7.6,0.65,2015
Radiata Stories,Role-Playing,T,PS2,Square Enix,7.7,0.65,2005
MX vs. ATV Untamed,Racing,E,PSP,THQ,5.6,0.65,2007
Transformers: The Game,Action,E10,PSP,Activision,4.3,0.65,2007
F-Zero GX,Racing,T,GC,Nintendo,8.4,0.65,2003
Disney's Chicken Little,Platform,E10,PS2,Buena Vista,6.3,0.65,2005
Tiger Woods PGA Tour 09,Sports,E,PS3,EA Sports,8.5,0.65,2008
Scene It? Box Office Smash,Misc,T,X360,Microsoft Game Studios,7.6,0.65,2008
Wall-E,Platform,E,PSP,THQ,7.7,0.65,2008
Advance Wars 2: Black Hole Rising,Strategy,E,GBA,Nintendo,8.8,0.65,2003
Centipede,Shooter,E,PS,Hasbro Interactive,5.9,0.65,1999
007: Quantum of Solace,Shooter,T,Wii,Activision,5.6,0.65,2008
Champions: Return to Arms,Role-Playing,T,PS2,Sony Online Entertainment,7.7,0.65,2005
Harry Potter and the Goblet of Fire,Adventure,E10,PS2,Electronic Arts,6.7,0.65,2005
BIT.TRIP RUNNER,Platform,,PC,Gaijin Entertainment,7,0.65,2011
Tiger Woods PGA Tour 10,Sports,E,X360,EA Sports,8.3,0.65,2009
LEGO City Undercover,Platform,E10,NS,Warner Bros. Interactive Entertainment,8,0.65,2017
Star Ocean: First Departure,Role-Playing,T,PSP,Square Enix,7.5,0.65,2008
Far Cry 4,Shooter,M,PC,Ubisoft,8.5,0.65,2014
Drawn to Life: The Next Chapter,Adventure,E,DS,THQ,7.4,0.65,2009
Crash Bandicoot Purple: Ripto's Rampage,Platform,E,GBA,Vivendi Games,6.7,0.64,2004
Shin Megami Tensei: Persona 3 Portable,Role-Playing,M,PSP,Atlus,8.9,0.64,2010
Rayman 3D,Platform,E,3DS,Ubisoft,6.3,0.64,2011
Max Payne 2: The Fall of Max Payne,Shooter,M,XB,Rockstar Games,8.6,0.64,2003
Sengoku Basara: Samurai Heroes,Action,T,PS3,Capcom,6.1,0.64,2010
New Play Control! Pikmin,Strategy,E,Wii,Nintendo,7.7,0.64,2009
Dragon Ball: Raging Blast 2,Fighting,T,X360,Namco Bandai,6,0.64,2010
Real Heroes: Firefighter,Action,E10,Wii,Conspiracy Entertainment,7.4,0.64,2009
X2: Wolverine's Revenge,Action,T,PS2,Activision,5.8,0.64,2003
Castlevania,Platform,T,N64,Konami,7.6,0.64,1999
Phantasy Star Portable,Role-Playing,T,PSP,Sega,7.1,0.64,2009
Rayman 2: The Great Escape,Platform,E,N64,Ubisoft,9,0.64,1999
Dead Island: Riptide,Action,M,PS3,Deep Silver,6.6,0.64,2013
Just Dance 2014,Music,E10,WiiU,Ubisoft,7.5,0.64,2013
Dungeon Siege III,Role-Playing,T,PC,Square Enix,7.3,0.64,2011
Rock Band 3,Misc,T,Wii,MTV Games,9.2,0.64,2010
Konami Collector's Series: Arcade Advanced,Misc,E,GBA,Konami,8,0.64,2002
Lost Planet: Extreme Condition,Shooter,T,PS3,Capcom,6.3,0.64,2008
Rock of Ages,Strategy,,PC,Atlus,7,0.64,2011
Crash of the Titans,Action,E10,PSP,Sierra Entertainment,6.3,0.64,2007
X-Men Legends II: Rise of Apocalypse,Role-Playing,T,PS2,Activision,8.5,0.63,2005
White Knight Chronicles II,Role-Playing,T,PS3,D3 Publisher,5.4,0.63,2011
LEGO Star Wars II: The Original Trilogy,Action,E10,X360,LucasArts,8.2,0.63,2006
The Sims 3: Generations,Simulation,T,PC,Electronic Arts,6.5,0.63,2011
Sim Theme Park,Strategy,E,PS,Electronic Arts,8.5,0.63,1999
Iron Man,Action,T,PSP,Sega,5,0.63,2008
Wolfenstein,Shooter,M,PS3,Activision,7.2,0.63,2009
The Lord of the Rings: Conquest,Action,T,X360,Electronic Arts,5.9,0.63,2009
Dragon Age II,Role-Playing,M,PC,Electronic Arts,7.9,0.63,2011
LEGO The Incredibles,Action,E10,NS,Warner Bros. Interactive Entertainment,6.5,0.63,2018
Assassin's Creed IV: Black Flag,Action-Adventure,M,PC,Ubisoft,8.5,0.63,2013
Condemned 2: Bloodshot,Adventure,M,X360,Sega,8.2,0.63,2008
Dogz,Simulation,E,GBA,Ubisoft,4.1,0.63,2005
A Bug's Life,Platform,E,N64,Activision,6.1,0.63,1999
Worldwide Soccer Manager 2006,Sports,E,PC,Sega,9,0.63,2005
LEGO Pirates of the Caribbean: The Video Game,Action,E10,3DS,Disney Interactive Studios,7,0.63,2011
XCOM: Enemy Unknown,Sports,M,X360,2K Games,8.8,0.63,2012
Ape Escape 2,Platform,E,PS2,Ubisoft,8,0.63,2003
Dead Rising 2,Action,M,PC,Capcom,7.7,0.63,2010
Shin Megami Tensei: Persona 3 FES,Role-Playing,M,PS2,Atlus,8.7,0.63,2008
Okami,Adventure,T,PS2,Capcom,9.4,0.63,2006
Transformers: Revenge of the Fallen,Action,T,X360,Activision,6.1,0.63,2009
Tony Hawk's Project 8,Sports,T,PS3,Activision,7.9,0.63,2006
NieR,Role-Playing,M,PS3,Square Enix,6.6,0.63,2010
Namco Museum,Misc,E,GC,Namco,5.3,0.63,2002
Test Drive Unlimited 2,Racing,T,PS3,Atari,6.9,0.63,2011
Ghostbusters: The Video Game,Action,T,X360,Atari,7.7,0.62,2009
Metal Gear Solid 2: Substance,Action,M,XB,Konami,8.7,0.62,2002
Wild ARMs 3,Role-Playing,T,PS2,Sony Computer Entertainment,7.6,0.62,2002
Madden NFL 07,Sports,E,GC,EA Sports,8.5,0.62,2006
Donkey Kong Barrel Blast,Racing,E,Wii,Nintendo,4.8,0.62,2007
Jak and Daxter: The Lost Frontier,Platform,E10,PSP,Sony Computer Entertainment,7.5,0.62,2009
Red Steel 2,Shooter,T,Wii,Ubisoft,7.8,0.62,2010
Disney Universe,Action,E10,PS3,Disney Interactive Studios,7.4,0.62,2011
Viewtiful Joe,Action,T,GC,Capcom,9.4,0.62,2003
Beetle Adventure Racing!,Racing,E,N64,Electronic Arts,9.2,0.62,1999
DJ Hero 2,Misc,T,Wii,Activision,8.7,0.62,2010
Start the Party!,Misc,E,PS3,Sony Computer Entertainment,6.1,0.62,2010
Prince of Persia: The Forgotten Sands,Action,T,X360,Ubisoft,7.5,0.62,2010
Tomb Raider III: Adventures of Lara Croft,Adventure,T,PC,Eidos Interactive,7.3,0.62,1998
Phoenix Wright: Ace Attorney - Trials and Tribulations,Adventure,T,DS,Capcom,7.9,0.62,2007
Wall-E,Platform,E,X360,THQ,5.3,0.62,2008
NBA 2K9,Sports,E,PS3,2K Sports,8.3,0.62,2008
Dragon Ball Z: Ultimate Tenkaichi,Fighting,T,PS3,Namco Bandai,5,0.62,2011
Wet,Shooter,M,PS3,Bethesda Softworks,6.9,0.62,2009
Fire Emblem: Shadow Dragon,Strategy,E10,DS,Nintendo,8.2,0.61,2009
Metroid Prime: Trilogy,Shooter,T,Wii,Nintendo,9,0.61,2009
Vanquish,Shooter,M,PS3,Sega,8.5,0.61,2010
Samurai Warriors 2,Action,T,PS2,KOEI,5.6,0.61,2006
Advance Wars: Days of Ruin,Strategy,E10,DS,Nintendo,8.4,0.61,2008
Sacred 2: Fallen Angel,Role-Playing,M,PS3,CDV Software Entertainment,7.1,0.61,2009
Tony Hawk: RIDE,Sports,E10,X360,Activision,4.4,0.61,2009
Half-Life 2,Shooter,M,XB,Electronic Arts,8.9,0.61,2005
Machinarium,Adventure,E,PC,Amanita Design,8,0.61,2009
New Play Control! Pikmin 2,Strategy,,Wii,Nintendo,8.7,0.61,2012
Pro Evolution Soccer 2011,Sports,E,X360,Konami,6,0.61,2010
Final Fantasy IV Advance,Role-Playing,E10,GBA,Square Enix,8.6,0.61,2005
Harry Potter and the Goblet of Fire,Adventure,E10,GBA,Electronic Arts,6,0.61,2005
Dragon Ball Z: Buu's Fury,Action,E,GBA,Atari,5.9,0.61,2004
Madden NFL 2002,Sports,E,GC,EA Sports,8.6,0.61,2001
James Cameron's Avatar: The Game,Action,T,PSP,Ubisoft,3.9,0.61,2009
Tony Hawk: RIDE,Sports,E10,PS3,Activision,4.5,0.61,2009
Game & Watch Gallery 4,Misc,E,GBA,Nintendo,6.4,0.61,2002
Wave Race: Blue Storm,Racing,E,GC,Nintendo,8.4,0.6,2001
Ben 10: Alien Force,Action,E10,PSP,D3 Publisher,5.2,0.6,2008
Backyard Wrestling: Don't Try This at Home,Fighting,M,PS2,Eidos Interactive,6,0.6,2003
Okami,Adventure,T,Wii,Capcom,9,0.6,2008
NBA 2K7,Sports,E,X360,2K Sports,8.4,0.6,2006
Suikoden,Role-Playing,E,PS,Konami,8.2,0.6,1996
Muramasa: The Demon Blade,Role-Playing,T,Wii,Ignition Entertainment,8,0.6,2009
Fighters Uncaged,Fighting,T,X360,Ubisoft,3.2,0.6,2010
Secret Agent Clank,Platform,E10,PS2,Sony Computer Entertainment,7,0.6,2009
Rayman Arena,Racing,E,PS2,Ubisoft,6.7,0.6,2002
Call of Juarez: Bound in Blood,Shooter,M,X360,Ubisoft,7.6,0.6,2009
Half-Life,Shooter,M,PS2,Sierra Entertainment,8.4,0.6,2001
Split/Second,Racing,E10,X360,Disney Interactive Studios,8.4,0.6,2010
Phantasy Star Portable 2,Role-Playing,T,PSP,Sega,7.4,0.6,2010
Shogun 2: Total War,Strategy,T,PC,Sega,9,0.6,2011
Transformers: The Game,Action,T,X360,Activision,5.2,0.6,2007
PGR3 - Project Gotham Racing 3,Racing,E10,X360,Microsoft Game Studios,8.8,0.6,2005
NHL 11,Sports,E10,PS3,EA Sports,8.8,0.59,2010
MLB 11: The Show,Sports,E,PS3,Sony Computer Entertainment,8.9,0.59,2011
Medal of Honor: Frontline,Shooter,T,GC,Electronic Arts,8,0.59,2002
LEGO Indiana Jones 2: The Adventure Continues,Adventure,E10,PSP,LucasArts,5.2,0.59,2009
Rock Band 2,Misc,T,PS2,MTV Games,7.9,0.59,2008
Final Fantasy Anniversary Edition,Role-Playing,E10,PSP,Square Enix,7.4,0.59,2007
Transformers: War for Cybertron,Action,T,X360,Activision,7.3,0.59,2010
Dead Space,Shooter,M,PC,Electronic Arts,8.8,0.59,2008
Metal Gear Solid V: Ground Zeroes,Action-Adventure,M,PS3,Konami Digital Entertainment,8.5,0.59,2014
Kane & Lynch 2: Dog Days,Shooter,M,PS3,Square Enix,6.3,0.59,2010
2002 FIFA World Cup,Sports,E,PS2,EA Sports,7.9,0.59,2002
Crash Bandicoot: The Wrath of Cortex,Platform,E,GC,Universal Interactive,6,0.59,2002
Skylanders: SuperChargers,Action-Adventure,E10,WiiU,Activision,8,0.59,2015
Assassin's Creed: Brotherhood,Action,M,PC,Ubisoft,8.7,0.59,2011
Ready 2 Rumble Boxing,Sports,T,N64,Midway Games,7.8,0.59,1999
Dead or Alive Xtreme Beach Volleyball,Sports,M,XB,Tecmo,6.6,0.59,2003
Call of Duty: Black Ops,Shooter,T,DS,Activision,7,0.59,2010
XCOM: Enemy Unknown,Strategy,M,PS3,2K Games,9.1,0.59,2012
WarioWare D.I.Y.,Misc,E,DS,Nintendo,8.3,0.59,2010
Shin Megami Tensei IV,Role-Playing,M,3DS,Atlus,8.3,0.59,2013
Silent Hill: Shattered Memories,Adventure,M,PS2,Konami,8,0.59,2010
The Fight: Lights Out,Fighting,T,PS3,Sony Computer Entertainment,4.7,0.59,2010
Madden NFL 06,Sports,E,X360,EA Sports,7.7,0.59,2005
Asphalt: Urban GT,Racing,E,DS,Ubisoft,5,0.59,2004
Blur,Racing,E10,X360,Activision,8.3,0.59,2010
Alice: Madness Returns,Adventure,M,PS3,Electronic Arts,6.7,0.59,2011
Harvest Moon: Friends of Mineral Town,Simulation,E,GBA,Natsume,7.6,0.59,2003
Naruto: The Broken Bond,Action,T,X360,Ubisoft,7.6,0.59,2008
Final Fantasy Explorers,Role-Playing,E10,3DS,Square Enix,7.3,0.59,2016
LEGO Worlds,Misc,E10,NS,Warner Bros. Interactive Entertainment,5,0.58,2017
Diablo,Role-Playing,M,PS,Electronic Arts,8.3,0.58,1998
Romancing SaGa,Role-Playing,E10,PS2,Square Enix,6,0.58,2005
NHL 12,Sports,E10,PS3,EA Sports,8.6,0.58,2011
Guitar Hero: Smash Hits,Misc,T,Wii,Activision,7.5,0.58,2009
Final Fantasy VIII,Role-Playing,T,PC,Square EA,8,0.58,2000
Deus Ex: Human Revolution,Shooter,M,PC,Square Enix,8.7,0.58,2011
Tom Clancy's HAWX,Action,T,X360,Ubisoft,6.9,0.58,2009
International Superstar Soccer '98,Sports,E,N64,Konami,9.1,0.58,1998
Final Fantasy: The 4 Heroes of Light,Role-Playing,E10,DS,Square Enix,7.2,0.58,2010
Kirby and the Rainbow Curse,Platform,E,WiiU,Nintendo,8.2,0.58,2015
Xenosaga Episode II: Jenseits von Gut und Bose,Role-Playing,T,PS2,Namco,7.3,0.58,2005
Contra: Shattered Soldier,Shooter,T,PS2,Konami,7.3,0.58,2002
Championship Motocross featuring Ricky Carmichael,Racing,E,PS,THQ,7.5,0.58,1999
Skate it,Sports,E,Wii,Electronic Arts,6.6,0.58,2008
Disney Magic World 2,Simulation,E,3DS,Nintendo,7.5,0.58,2016
Tenchu 2: Birth of the Stealth Assassins,Action,M,PS,Activision,8.5,0.58,2000
Tony Hawk's Pro Skater 4,Sports,T,GC,Activision,9.2,0.58,2002
Disgaea 4: A Promise Unforgotten,Role-Playing,T,PS3,NIS America,7.9,0.58,2011
NCAA Football 10,Sports,E,PS2,EA Sports,8,0.58,2009
ATV Offroad Fury: Blazin' Trails,Racing,E,PSP,Sony Computer Entertainment,5.9,0.57,2005
Tomb Raider: Anniversary,Action,T,PSP,Eidos Interactive,7.7,0.57,2007
BlazBlue: Calamity Trigger,Fighting,T,PS3,Aksys Games,8.5,0.57,2009
Tales of the Abyss,Role-Playing,T,PS2,Namco,8,0.57,2006
Bayonetta 2,Action,M,NS,Nintendo,9.5,0.57,2018
Blacksite: Area 51,Shooter,T,X360,Midway Games,6.3,0.57,2007
Ultra Street Fighter II: The Final Challengers,Fighting,T,NS,Capcom,7,0.57,2017
StarCraft II: Legacy of the Void,Strategy,T,PC,Blizzard Entertainment,8.8,0.57,2015
Rock Band 3,Misc,T,PS3,MTV Games,9.2,0.57,2010
Harvest Moon: The Tale of Two Towns,Simulation,E,DS,Natsume,6.3,0.57,2011
Beyond The Beyond,Role-Playing,E,PS,Sony Computer Entertainment,4.8,0.57,1996
Madden NFL 06,Sports,E,GC,EA Sports,8.7,0.57,2005
London 2012: The Official Video Game of the Olympic Games,Sports,E,X360,Sega,5.5,0.57,2012
NHL 10,Sports,E10,PS3,EA Sports,9.1,0.57,2009
Harvest Moon: Sunshine Islands,Simulation,E,DS,Natsume,9,0.57,2009
3D Dot Game Heroes,Role-Playing,E,PS3,Atlus,7.5,0.57,2010
Disney Universe,Action,E10,X360,Disney Interactive Studios,6.7,0.57,2011
Trivial Pursuit,Misc,E,Wii,Electronic Arts,7.3,0.57,2009
FIFA World Cup Germany 2006,Sports,E,PS2,EA Sports,7.9,0.57,2006
Anomaly: Warzone Earth,Strategy,,PC,Unknown,7.9,0.57,2011
Starlink: Battle for Atlas,Action-Adventure,E10,NS,Ubisoft,7.5,0.57,2018
Top Spin 3,Sports,E,PS3,2K Sports,7.8,0.57,2008
SpongeBob SquarePants: Battle for Bikini Bottom,Platform,E,XB,THQ,6.7,0.57,2003
Spider-Man 3,Platform,T,X360,Activision,6,0.57,2007
Resident Evil Outbreak File #2,Action,M,PS2,Capcom,5.8,0.57,2005
The Sims 3: World Adventures,Simulation,T,PC,Electronic Arts,8.2,0.57,2009
Breath of Fire IV,Role-Playing,T,PS,Capcom,8.4,0.56,2000
True Crime: Streets of LA,Action,M,GC,Activision,8.1,0.56,2003
Everybody's Golf,Sports,E,PS4,Sony Interactive Entertainment,8.1,0.56,2017
Odin Sphere,Role-Playing,T,PS2,Atlus,8,0.56,2007
Final Fantasy IV: The Complete Collection,Role-Playing,E10,PSP,Square Enix,8,0.56,2011
The Incredible Hulk,Platform,E,GBA,Universal Interactive,6,0.56,2003
The Lord of the Rings: The Return of the King,Role-Playing,T,GBA,Electronic Arts,7.4,0.56,2003
"Warhammer 40,000: Space Marine",Shooter,M,X360,THQ,7.3,0.56,2011
LEGO Rock Band,Misc,E10,X360,Warner Bros. Interactive,7.3,0.56,2009
Tony Hawk's Project 8,Sports,T,PSP,Activision,6.3,0.56,2006
Top Spin 3,Sports,E,X360,2K Sports,8.1,0.56,2008
Tom Clancy's HAWX,Action,T,PS3,Ubisoft,7.5,0.56,2009
Battlefield 2: Modern Combat,Shooter,T,XB,Electronic Arts,7.5,0.56,2005
Xenoblade Chronicles,Role-Playing,T,3DS,Nintendo,8.6,0.56,2015
Tetris Party Deluxe,Puzzle,E,Wii,Majesco,7.3,0.56,2010
Puzzle & Dragons Z + Super Mario Bros. Edition,Puzzle,E,3DS,Nintendo,7.8,0.56,2015
Metroid: Samus Returns,Action-Adventure,E10,3DS,Nintendo,9.1,0.56,2017
Need for Speed: Most Wanted,Racing,T,GC,Electronic Arts,8.3,0.56,2005
Darksiders II,Action-Adventure,M,PC,THQ,7.8,0.56,2012
Resident Evil 2,Action,M,N64,Capcom,9,0.56,1999
Yakuza 4,Adventure,M,PS3,Sega,7.7,0.56,2011
Bravely Second: End Layer,Role-Playing,T,3DS,Nintendo,7.4,0.56,2016
Wolfenstein,Shooter,M,X360,Activision,7.3,0.56,2009
Tony Hawk's Proving Ground,Sports,T,X360,Activision,7.2,0.56,2007
Barbie Groovy Games,Misc,E,GBA,Universal Interactive,3,0.56,2002
Defense Grid: The Awakening,Strategy,,PC,Hidden Path Entertainment,8,0.56,2008
Archer Maclean's Mercury,Puzzle,E,PSP,Ignition Entertainment,7.7,0.56,2005
Blinx: The Time Sweeper,Platform,E,XB,Microsoft Game Studios,6.8,0.56,2002
Enslaved: Odyssey to the West,Action,T,PS3,Namco Bandai,7.9,0.56,2010
No More Heroes,Action,M,Wii,Ubisoft,8.2,0.56,2008
MX 2002 Featuring Ricky Carmichael,Racing,E,PS2,THQ,8,0.56,2001
NCAA Football 07,Sports,E,XB,EA Sports,8.8,0.56,2006
Lunar: Silver Star Story Complete,Role-Playing,T,PS,Working Designs,7.6,0.55,1999
Dungeons of Dredmor,Role-Playing,,PC,Unknown,8,0.55,2011
Metal Gear Solid 3: Subsistence,Action,M,PS2,Konami,9.4,0.55,2006
WWF Raw (2002),Fighting,T,XB,THQ,6.5,0.55,2002
Ratchet & Clank: Quest for Booty,Platform,,PS3,Sony Computer Entertainment,7.6,0.55,2008
Poochy & Yoshi's Woolly World,Platform,E,3DS,Nintendo,7.5,0.55,2017
MX vs. ATV: Alive,Racing,E,X360,THQ,6.9,0.55,2011
Batman: Vengeance,Adventure,T,PS2,Ubisoft,7.1,0.55,2001
Disgaea 3: Absence of Justice,Role-Playing,T,PS3,NIS America,7.8,0.55,2008
Puyo Puyo Tetris,Puzzle,E,NS,Sega,8.3,0.55,2017
Secret Agent Clank(US sales),Platform,E10,PSP,Sony Computer Entertainment,7.2,0.55,2008
Dragon Ball: Xenoverse 2,Action,T,NS,Namco Bandai Games,8,0.55,2017
Lara Croft and the Guardian of Light,Adventure,T,PC,Square Enix,8.3,0.55,2010
Medieval II: Total War,Strategy,T,PC,Sega,8.8,0.55,2006
Yakuza: Dead Souls,Shooter,M,PS3,Sega,7,0.55,2012
Shrek 2,Platform,E,XB,Activision,6.7,0.55,2004
Donkey Kong Jungle Climber,Platform,E,DS,Nintendo,7.8,0.55,2007
Petz Catz Clan,Simulation,E,DS,Ubisoft,5,0.55,2008
Viva Pinata: Pocket Paradise,Simulation,E,DS,THQ,8.1,0.55,2008
ModNation Racers,Racing,E,PSP,Sony Computer Entertainment,7.7,0.54,2010
Dynasty Warriors: Gundam 3,Action,T,PS3,Tecmo Koei,6.5,0.54,2011
The SpongeBob SquarePants Movie,Platform,E,XB,THQ,6.8,0.54,2004
Dragon Ball Z: Shin Budokai,Fighting,T,PSP,Atari,7.4,0.54,2006
FIFA 07 Soccer,Sports,E,XB,EA Sports,8.1,0.54,2006
Bulletstorm,Shooter,M,PS3,Electronic Arts,8.4,0.54,2011
Enslaved: Odyssey to the West,Action,T,X360,Namco Bandai,8,0.54,2010
Tiger Woods PGA Tour 11,Sports,E,Wii,EA Sports,8.3,0.54,2010
NBA Live 10,Sports,E,PS3,EA Sports,7.9,0.54,2009
Hotel Dusk: Room 215,Adventure,T,DS,Nintendo,8,0.54,2007
Just Dance 2015,Music,E10,XOne,Ubisoft,8.1,0.54,2014
Assassin's Creed II,Action,M,PC,Ubisoft,8.5,0.54,2010
Dragon Ball Z: Ultimate Tenkaichi,Fighting,T,X360,Namco Bandai,6,0.54,2011
Valkyria Chronicles II,Role-Playing,T,PSP,Sega,8.1,0.54,2010
Gauntlet Legends,Action,T,N64,Midway Games,6,0.54,1999
Bust A Groove,Misc,E,PS,989 Studios,7.7,0.54,1998
